accession,dataset,biosample,antibiotic,species,mic,phenotype,gtdb_species,gtdb_genus,gtdb_ani,adjusted_mic,adjusted_phenotype
GCA_023882235.1,c24_balance,SAMN26305123,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9895591640394488,1,resistant
GCA_023882335.1,c24_balance,SAMN26308833,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9864137269713136,2,resistant
GCA_023882725.1,c24_balance,SAMN26309259,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.98911695832874,2,resistant
GCA_023882925.1,c24_balance,SAMN26305165,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9751791873291832,1,resistant
GCA_023883415.1,c24_balance,SAMN26304546,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.977829763773466,2,resistant
GCA_023883495.1,c24_balance,SAMN26308632,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.996898053908721,1,resistant
GCA_023883545.1,c24_balance,SAMN26305202,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.975099008093546,2,resistant
GCA_023883565.1,c24_balance,SAMN26308409,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9745376386717894,1,resistant
GCA_023883715.1,c24_balance,SAMN26305133,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9890928663040388,2,resistant
GCA_023884145.1,c24_balance,SAMN26309219,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.988604970386016,2,resistant
GCA_023884155.1,c24_balance,SAMN26308503,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.98568833501855,1,resistant
GCA_023884485.1,c24_balance,SAMN26304663,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9891443819280048,2,resistant
GCA_023884495.1,c24_balance,SAMN26304714,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9732820932375964,1,resistant
GCA_023884525.1,c24_balance,SAMN26308787,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9864205288644248,2,resistant
GCA_023884625.1,c24_balance,SAMN26305275,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9731570754787244,1,resistant
GCA_023884805.1,c24_balance,SAMN26305111,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.989420561430762,1,resistant
GCA_023884865.1,c24_balance,SAMN26304351,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.988967671220944,2,resistant
GCA_023885265.1,c24_balance,SAMN26309206,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9892209636891094,2,resistant
GCA_023885335.1,c24_balance,SAMN26308903,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9728184727969098,1,resistant
GCA_023885405.1,c24_balance,SAMN26308474,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9864837159150428,1,resistant
GCA_023885825.1,c24_balance,SAMN26308762,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9861759898496006,2,resistant
GCA_023886145.1,c24_balance,SAMN26304818,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.989204748387104,2,resistant
GCA_023886385.1,c24_balance,SAMN26308974,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.989661888742319,1,resistant
GCA_023887025.1,c24_balance,SAMN26308482,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9861803954746876,1,resistant
GCA_023887265.1,c24_balance,SAMN26308565,Ciprofloxacin,Escherichia coli,16,resistant,Escherichia coli,Escherichia,0.9893191492834158,16,resistant
GCA_023887405.1,c24_balance,SAMN26304871,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9885882467807444,1,resistant
GCA_023889685.1,c24_balance,SAMN26309342,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.975471807300414,2,resistant
GCA_023889995.1,c24_balance,SAMN26309199,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9892222463423151,2,resistant
GCA_023890085.1,c24_balance,SAMN26304553,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9863887354700732,2,resistant
GCA_023890105.1,c24_balance,SAMN26308493,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9862021432411984,2,resistant
GCA_023890285.1,c24_balance,SAMN26308492,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9863429718298654,1,resistant
GCA_023890365.1,c24_balance,SAMN26304512,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.98967604563687,1,resistant
GCA_023890395.1,c24_balance,SAMN26304569,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9862431784720532,1,resistant
GCA_023890665.1,c24_balance,SAMN26308691,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9894126525997328,1,resistant
GCA_023891265.1,c24_balance,SAMN26305097,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.986346370880565,2,resistant
GCA_023891325.1,c24_balance,SAMN26304469,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9864559692037768,2,resistant
GCA_023891655.1,c24_balance,SAMN26305062,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9747257441846342,1,resistant
GCA_023891925.1,c24_balance,SAMN26305190,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.98615951596416,1,resistant
GCA_023892025.1,c24_balance,SAMN26304670,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9734360125455248,2,resistant
GCA_023892385.1,c24_balance,SAMN26308444,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9735357001559892,1,resistant
GCA_023894315.1,c24_balance,SAMN26308469,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9864841967521636,1,resistant
GCA_023894375.1,c24_balance,SAMN26308992,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.97247147482836,1,resistant
GCA_023894675.1,c24_balance,SAMN26309253,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9891308969119448,2,resistant
GCA_023895275.1,c24_balance,SAMN26308847,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.986617910739604,2,resistant
GCA_023895435.1,c24_balance,SAMN26304754,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9864286386624076,2,resistant
GCA_023895535.1,c24_balance,SAMN26304572,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9730475792212316,2,resistant
GCA_024164785.1,c24_balance,SAMN26308567,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9893054206411226,2,resistant
GCA_024165345.1,c24_balance,SAMN26309211,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9891539823599316,2,resistant
GCA_025179005.1,c24_balance,SAMN06007770,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9729050566608098,2,resistant
GCA_025524275.1,c24_balance,SAMN27524861,Ciprofloxacin,Escherichia coli,16,resistant,Escherichia coli,Escherichia,0.9857984349932796,16,resistant
GCA_025524995.1,c24_balance,SAMN27524799,Ciprofloxacin,Escherichia coli,16,resistant,Escherichia coli,Escherichia,0.9864076239950712,16,resistant
GCA_025526435.1,c24_balance,SAMN27524892,Ciprofloxacin,Escherichia coli,16,resistant,Escherichia coli,Escherichia,0.9733966012554645,16,resistant
GCA_025527875.1,c24_balance,SAMN27524685,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9731682963279036,0.015625,susceptible
GCA_025528885.1,c24_balance,SAMN27524895,Ciprofloxacin,Escherichia coli,16,resistant,Escherichia coli,Escherichia,0.9885798942356736,16,resistant
GCA_025579285.2,c24_balance,SAMN26308481,Ciprofloxacin,Escherichia coli,16,resistant,Escherichia coli,Escherichia,0.9864034939977824,16,resistant
GCA_025579925.2,c24_balance,SAMN26309238,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9890999384083816,2,resistant
GCA_025579965.2,c24_balance,SAMN26305293,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9734915765342376,1,resistant
GCA_025580385.2,c24_balance,SAMN26308570,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9891227852019484,2,resistant
GCA_025580565.2,c24_balance,SAMN26308799,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9865355408387844,2,resistant
GCA_025580725.2,c24_balance,SAMN26309385,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9735465582602096,2,resistant
GCA_025581065.2,c24_balance,SAMN26304338,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9863792724744572,2,resistant
GCA_025783035.2,c24_balance,SAMN26304668,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9727639876636868,1,resistant
GCA_025783455.2,c24_balance,SAMN26308901,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9733087071480472,1,resistant
GCA_025783515.2,c24_balance,SAMN26308846,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9860304683850218,2,resistant
GCA_025783535.2,c24_balance,SAMN26308559,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9896744231343731,1,resistant
GCA_025783655.2,c24_balance,SAMN26308864,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.986349368616858,2,resistant
GCA_025783795.2,c24_balance,SAMN26304339,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9858622341155896,2,resistant
GCA_025783915.2,c24_balance,SAMN26304721,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.989024482805938,2,resistant
GCA_025784115.2,c24_balance,SAMN26309246,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9889762383440136,2,resistant
GCA_025785025.2,c24_balance,SAMN26308809,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9864106881782976,2,resistant
GCA_025785165.2,c24_balance,SAMN26304845,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9750491099636178,2,resistant
GCA_025785265.2,c24_balance,SAMN26308859,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9866292640607336,1,resistant
GCA_025785625.2,c24_balance,SAMN26309247,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9888607948220852,2,resistant
GCA_025785685.2,c24_balance,SAMN26305019,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.985978109354198,1,resistant
GCA_025785785.2,c24_balance,SAMN26309366,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9733215945843224,2,resistant
GCA_025785885.2,c24_balance,SAMN26308702,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9894918618572658,1,resistant
GCA_025786045.2,c24_balance,SAMN26308488,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9862494473323008,1,resistant
GCA_025786445.2,c24_balance,SAMN26308868,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.986242659532354,2,resistant
GCA_025786485.2,c24_balance,SAMN26304443,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9736872075154894,2,resistant
GCA_025786505.2,c24_balance,SAMN26308429,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.974623753083924,2,resistant
GCA_025786565.2,c24_balance,SAMN26305010,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9730413117893766,2,resistant
GCA_025786645.2,c24_balance,SAMN26304715,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.973251244892121,2,resistant
GCA_025786935.2,c24_balance,SAMN26304846,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9748116363140104,1,resistant
GCA_025786995.2,c24_balance,SAMN26304583,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9884840067713742,2,resistant
GCA_025787125.2,c24_balance,SAMN26305199,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9747094718945708,1,resistant
GCA_025787305.2,c24_balance,SAMN26308633,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9968690335023416,1,resistant
GCA_025787765.2,c24_balance,SAMN26308486,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9859165844361012,1,resistant
GCA_025788025.2,c24_balance,SAMN26308399,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9732183415880954,1,resistant
GCA_025788175.2,c24_balance,SAMN26308960,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9748328014048104,2,resistant
GCA_025789095.2,c24_balance,SAMN26308813,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9858300543557942,2,resistant
GCA_025789355.2,c24_balance,SAMN26308403,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9733726627612174,1,resistant
GCA_025789575.2,c24_balance,SAMN26309433,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9737898839571676,2,resistant
GCA_025789595.2,c24_balance,SAMN26308836,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9861308027254516,2,resistant
GCA_025789635.2,c24_balance,SAMN26308820,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9864015466826512,2,resistant
GCA_025827075.1,c24_balance,SAMN31087421,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9743200027808658,8,resistant
GCA_025827115.1,c24_balance,SAMN31087418,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.973070850415708,0.015625,susceptible
GCA_025827175.1,c24_balance,SAMN31087417,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9724549300598332,8,resistant
GCA_025827295.1,c24_balance,SAMN31087408,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9730527507385792,1,resistant
GCA_025827335.1,c24_balance,SAMN31087410,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9718923001259772,1,resistant
GCA_025827375.1,c24_balance,SAMN31087407,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9721470486426308,8,resistant
GCA_025827735.1,c24_balance,SAMN31087388,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9724070563631436,0.125,susceptible
GCA_025827855.1,c24_balance,SAMN31087382,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9713336829007874,8,resistant
GCA_025827915.1,c24_balance,SAMN31087380,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.973846972662368,8,resistant
GCA_025827975.1,c24_balance,SAMN31087376,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.972327580717867,8,resistant
GCA_025827995.1,c24_balance,SAMN31087375,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9738649409615876,8,resistant
GCA_025828015.1,c24_balance,SAMN31087379,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9723310719962012,8,resistant
GCA_025828025.1,c24_balance,SAMN31087372,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9750622315572032,1,resistant
GCA_025828235.1,c24_balance,SAMN31087365,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9784961260961746,0.125,susceptible
GCA_025828275.1,c24_balance,SAMN31087361,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9844213706448112,0.25,susceptible
GCA_025828335.1,c24_balance,SAMN31087358,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9738741136777864,8,resistant
GCA_025828355.1,c24_balance,SAMN31087359,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9726711109795124,8,resistant
GCA_025828455.1,c24_balance,SAMN31087352,Ciprofloxacin,Escherichia coli,2,resistant,Escherichia coli,Escherichia,0.9704669128375256,2,resistant
GCA_025828475.1,c24_balance,SAMN31087351,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9739248742531044,8,resistant
GCA_025828755.1,c24_balance,SAMN31087338,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9728598308083666,0.25,susceptible
GCA_025828835.1,c24_balance,SAMN31087334,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.9730869192822637,0.015625,susceptible
GCA_025829015.1,c24_balance,SAMN31087324,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9729720848306994,0.125,susceptible
GCA_025829175.1,c24_balance,SAMN31087316,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9730464089472404,1,resistant
GCA_025829315.1,c24_balance,SAMN31087305,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9733199192364264,8,resistant
GCA_025829655.1,c24_balance,SAMN31087291,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9728469672797758,8,resistant
GCA_025829755.1,c24_balance,SAMN31087309,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.973375922933734,0.25,susceptible
GCA_025829785.1,c24_balance,SAMN31087287,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9724605257439768,8,resistant
GCA_025829915.1,c24_balance,SAMN31087281,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9732532531180496,1,resistant
GCA_025829975.1,c24_balance,SAMN31087277,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.974188269485806,8,resistant
GCA_025830255.1,c24_balance,SAMN31087263,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9732192685389364,8,resistant
GCA_025830275.1,c24_balance,SAMN31087261,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.972941641121598,0.25,susceptible
GCA_025830325.1,c24_balance,SAMN31087260,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9729497117461844,8,resistant
GCA_025830395.1,c24_balance,SAMN31087257,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9730810612385308,0.125,susceptible
GCA_025830475.1,c24_balance,SAMN31087252,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9744800653855924,8,resistant
GCA_025830555.1,c24_balance,SAMN31087248,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.97241137878522,0.125,susceptible
GCA_025830695.1,c24_balance,SAMN31087240,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9716719774197108,8,resistant
GCA_025830835.1,c24_balance,SAMN31087236,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9743374251433656,8,resistant
GCA_025830975.1,c24_balance,SAMN31087228,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9727310327433664,1,resistant
GCA_025831065.1,c24_balance,SAMN31087223,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9731530918481734,8,resistant
GCA_025831115.1,c24_balance,SAMN31087221,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9737634846174458,8,resistant
GCA_025831195.1,c24_balance,SAMN31087216,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9719168297028036,0.25,susceptible
GCA_025831275.1,c24_balance,SAMN31087212,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9728609169235444,8,resistant
GCA_025831375.1,c24_balance,SAMN31087206,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9728200833961508,8,resistant
GCA_025831515.1,c24_balance,SAMN31087200,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9726813313448358,1,resistant
GCA_025831535.1,c24_balance,SAMN31087199,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9730681319946956,0.125,susceptible
GCA_025831715.1,c24_balance,SAMN31087190,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.973233257474346,8,resistant
GCA_025831775.1,c24_balance,SAMN31087187,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9727052906787316,0.25,susceptible
GCA_025831965.1,c24_balance,SAMN31087177,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9735747218683533,0.25,susceptible
GCA_025832105.1,c24_balance,SAMN31087170,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9731142517945356,8,resistant
GCA_025832135.1,c24_balance,SAMN31087169,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9733929491001104,0.25,susceptible
GCA_025832185.1,c24_balance,SAMN31087168,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9723941489574046,1,resistant
GCA_025832315.1,c24_balance,SAMN31087163,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9773001163393876,8,resistant
GCA_025832455.1,c24_balance,SAMN31087153,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9734592430528414,0.125,susceptible
GCA_025832605.1,c24_balance,SAMN31087147,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.97324592833403345,0.125,susceptible
GCA_025832775.1,c24_balance,SAMN31087134,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.9739478162936652,8,resistant
GCA_025832955.1,c24_balance,SAMN31087126,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.973263212003306,0.25,susceptible
GCA_025832975.1,c24_balance,SAMN31087127,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9734630722597876,0.25,susceptible
GCA_025833005.1,c24_balance,SAMN31087128,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9732323433291084,0.125,susceptible
GCA_025833105.1,c24_balance,SAMN31087122,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.979460093182104,8,resistant
GCA_025833135.1,c24_balance,SAMN31087119,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9727659129261418,1,resistant
GCA_025833225.1,c24_balance,SAMN31087115,Ciprofloxacin,Escherichia coli,0.015,susceptible,Escherichia coli,Escherichia,0.974939316528873,0.015625,susceptible
GCA_025833335.1,c24_balance,SAMN31087109,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9746992550421134,0.25,susceptible
GCA_025833415.1,c24_balance,SAMN31087105,Ciprofloxacin,Escherichia coli,0.12,susceptible,Escherichia coli,Escherichia,0.9734852032716336,0.125,susceptible
GCA_025833755.1,c24_balance,SAMN31087090,Ciprofloxacin,Escherichia coli,8,resistant,Escherichia coli,Escherichia,0.97328640029516,8,resistant
GCA_026420925.1,c24_balance,SAMN31413815,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9725746416464596,1,resistant
GCA_026421085.1,c24_balance,SAMN31413808,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9734283103606236,4,resistant
GCA_029876785.1,c24_balance,SAMD00500354,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9860477961326708,4,resistant
GCA_029878065.1,c24_balance,SAMD00500152,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.986326763033697,0.25,susceptible
GCA_029883495.1,c24_balance,SAMD00500127,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9861310456969196,0.25,susceptible
GCA_029885405.1,c24_balance,SAMD00499967,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9901775478451772,0.25,susceptible
GCA_029886675.1,c24_balance,SAMD00499900,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9891227096142104,0.25,susceptible
GCA_029963005.1,c24_balance,SAMD00499780,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9755281522332204,0.25,susceptible
GCA_029963385.1,c24_balance,SAMD00498832,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9887734090852304,4,resistant
GCA_029963405.1,c24_balance,SAMD00498813,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9732290251584476,4,resistant
GCA_029963665.1,c24_balance,SAMD00498592,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9729549907229972,4,resistant
GCA_030778345.1,c24_balance,SAMD00502486,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9858888947796928,4,resistant
GCA_030779565.1,c24_balance,SAMD00502444,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9729059879152034,0.25,susceptible
GCA_030782965.1,c24_balance,SAMD00502328,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9888250270529212,0.25,susceptible
GCA_030783425.1,c24_balance,SAMD00502297,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.973379336806037,4,resistant
GCA_030783685.1,c24_balance,SAMD00502288,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.988846908425797,4,resistant
GCA_030784765.1,c24_balance,SAMD00502246,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9862244936815776,0.25,susceptible
GCA_030784985.1,c24_balance,SAMD00502229,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9856544855657824,4,resistant
GCA_030785685.1,c24_balance,SAMD00502176,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.986225377587557,4,resistant
GCA_030787605.1,c24_balance,SAMD00502069,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9966868289277628,0.25,susceptible
